Name,RA,Dec,Region,IRAC1,IRAC2,IRAC3,IRAC4,MIPS1,WISE1,WISE2,WISE3,WISE4 
2MASSJ04381486+2611399,69.561920166,26.1944274902,Taurus,1.344E-02,1.475E-02,1.604E-02,1.737E-02,7.246E-02,1.126E-02,1.623E-02,2.001E-02,7.905E-02
2MASSJ04390163+2336029,69.7567977905,23.6008300781,Taurus,3.508E-02,,2.457E-02,,2.194E-02,3.446E-02,2.777E-02,1.893E-02,2.537E-02
2MASSJ04390396+2544264,69.7665023804,25.7406711578,Taurus,1.411E-02,1.182E-02,1.129E-02,1.411E-02,1.785E-02,1.246E-02,1.213E-02,1.339E-02,2.089E-02
2MASSJ04414825+2534304,70.4510421753,25.575138092,Taurus,7.559E-03,7.636E-03,7.268E-03,9.803E-03,2.1E-02,7.056E-03,8.233E-03,1.076E-02,2.518E-02
2MASSJ04442713+2512164,71.1130523682,25.2045574188,Taurus,4.218E-02,4.5E-02,5.197E-02,6.82E-02,1.424E-01,2.944E-02,3.104E-02,5.738E-02,1.582E-01
2MASSJ04554535+3019389,73.9389572144,30.3274784088,Taurus,,,,,,2.636E-02,2.327E-02,1.657E-02,1.956E-02
2MASSJ04554801+3028050,73.950050354,30.4680557251,Taurus,,,,,,6.266E-03,5.829E-03,6.35E-03,1.57E-02
CoKuTau_4,70.3200531006,28.666683197,Taurus,,,,,,1.228E-01,7.863E-02,6.177E-02,8.869E-01
CWTau,63.5708427429,28.1827316284,Taurus,1.226E+00,1.215E+00,1.069E+00,1.006E+00,1.428E+00,1.577E+00,2.274E+00,1.147E+00,1.771E+00
CXTau,63.6994361877,26.8030586243,Taurus,1.138E-01,1.006E-01,9.757E-02,1.424E-01,3.258E-01,1.226E-01,1.042E-01,1.566E-01,3.573E-01
CYTau,64.3905258179,28.3463478088,Taurus,1.994E-01,1.747E-01,1.426E-01,1.311E-01,1.218E-01,2.494E-01,2.118E-01,1.156E-01,1.302E-01
FTTau,65.9133071899,24.937253952,Taurus,1.889E-01,1.861E-01,1.531E-01,1.959E-01,3.926E-01,2.435E-01,2.464E-01,2.667E-01,4.847E-01
FVTau,66.7230377197,26.1151027679,Taurus,8.014E-01,8.842E-01,9.312E-01,9.622E-01,1.724E+00,6.073E-01,1.011E+00,1.456E+00,2.42E+00
GMTau,69.5889205933,26.1538162231,Taurus,5.49E-02,5.588E-02,4.892E-02,4.827E-02,5.244E-02,4.828E-02,5.072E-02,4.227E-02,6.238E-02
Haro6-37,71.7457504272,17.0439434052,Taurus,,,,,,8.875E-01,9.078E-01,6.601E-01,9.059E-01
IRAS04196+2638,65.6994552612,26.7647361755,Taurus,1.658E-01,1.719E-01,1.609E-01,1.968E-01,3.65E-01,1.723E-01,1.831E-01,2.146E-01,4.164E-01
IRAS04200+2759,65.782371521,28.0992622375,Taurus,1.195E-01,1.349E-01,1.404E-01,1.698E-01,3.644E-01,9.812E-02,1.117E-01,1.777E-01,3.818E-01
IRAS04260+2642,67.2707824707,26.8186969757,Taurus,2.614E-02,3.136E-02,3.381E-02,3.783E-02,2.603E-01,1.827E-02,2.599E-02,4.471E-02,3.008E-01
IRAS04278+2253,67.7095031738,23.002456665,Taurus,3.196E+00,3.747E+00,5.464E+00,5.843E+00,,4.128E+00,1.106E+01,1.073E+01,1.093E+01
IRAS04303+2240,68.329460144,22.7761745453,Taurus,1.334E+00,1.706E+00,1.424E+00,2.073E+00,1.908E+00,8.578E-01,1.619E+00,1.398E+00,1.984E+00
IRAS04385+2550,70.4117660522,25.9407653809,Taurus,1.415E-01,1.442E-01,1.619E-01,2.431E-01,1.286E+00,1.686E-01,1.953E-01,4.329E-01,1.308E+00
IPTau,66.2378311157,27.1990280151,Taurus,2.2E-01,1.883E-01,1.464E-01,1.463E-01,2.888E-01,2.429E-01,2.148E-01,1.92E-01,3.084E-01
V955Tau,70.5323944092,25.3866119385,Taurus,4.505E-01,4.191E-01,4.003E-01,4.421E-01,,6.203E-01,5.049E-01,4.571E-01,6.611E-01
ITTau,68.4779205322,26.2243118286,Taurus,3.238E-01,2.892E-01,2.561E-01,2.439E-01,2.776E-01,3.246E-01,3.006E-01,2.297E-01,3.084E-01
V410Anon13,64.5712738037,28.4783115387,Taurus,2.28E-02,1.902E-02,1.836E-02,1.911E-02,2.732E-02,1.933E-02,1.991E-02,1.872E-02,3.033E-02
V410X-ray1,64.4568939209,28.4934082031,Taurus,,1.303E-01,,1.66E-01,2.192E-01,1.314E-01,1.348E-01,1.796E-01,2.516E-01
V410X-ray6,64.7546081543,28.3283462524,Taurus,8.79E-02,6.121E-02,4.416E-02,3.195E-02,2.112E-01,7.852E-02,5.998E-02,3.732E-02,2.463E-01
V807Tau,68.277671814,24.1652755737,Taurus,7.037E-01,5.904E-01,4.767E-01,3.781E-01,4.673E-01,7.737E-01,5.937E-01,2.466E-01,5.565E-01
VYTau,69.8225479126,22.798166275,Taurus,,,,,,1.239E-01,1.051E-01,9.419E-02,1.061E-01
Rebull2010_9,65.2889328003,27.8435668945,Taurus,2.903E-02,2.192E-02,1.663E-02,1.318E-02,9.673E-03,3.058E-02,2.428E-02,1.088E-02,8.415E-03
Rebull2010_10,65.5653381348,26.9516944885,Taurus,1.004E-02,1.079E-02,9.579E-03,8.093E-03,2.137E-01,7.659E-03,1.095E-02,1.762E-02,2.394E-01
Rebull2010_13,65.825958252,26.6876716614,Taurus,4.563E-02,3.926E-02,3.435E-02,3.683E-02,1.07E-01,4.766E-02,4.694E-02,3.851E-02,1.165E-01
Rebull2010_14,65.8974838257,25.0507392883,Taurus,1.223E-01,1.224E-01,1.304E-01,1.326E-01,1.03E-01,1.103E-01,1.244E-01,1.073E-01,1.205E-01
Rebull2010_22,68.7372207642,22.9766273499,Taurus,6.723E-02,4.263E-02,3.012E-02,1.716E-02,3.372E-03,6.864E-02,4.234E-02,8.348E-03,7.905E-03
Rebull2010_24,68.9900360107,22.8993034363,Taurus,1.676E-03,1.277E-03,1.227E-03,7.387E-04,1.003E-02,1.482E-03,1.559E-03,,1.357E-02
Rebull2010_69,68.2918014526,24.5620498657,Taurus,1.218E-01,7.756E-02,5.138E-02,3.015E-02,3.956E-03,1.371E-01,7.726E-02,1.448E-02,
Rebull2010_75,68.8370819092,22.9067363739,Taurus,1.171E-01,7.592E-02,4.927E-02,2.9E-02,,1.295E-01,7.358E-02,1.418E-02,
Rebull2010_101,63.699886322,27.8762931824,Taurus,3.426E-01,2.092E-01,1.424E-01,8.21E-02,1.058E-02,3.511E-01,2.109E-01,3.826E-02,1.277E-02
Rebull2010_105,64.6771011353,28.3138465881,Taurus,9.078E-02,6.494E-02,5.235E-02,3.733E-02,,8.891E-02,6.842E-02,1.528E-02,4.02E-01
Rebull2010_107,67.3753356934,24.6652927399,Taurus,2.316E-02,3.029E-02,4.193E-02,1.32E-01,2.552E+00,2.431E-02,4.115E-02,5.229E-01,3.109E+00
Rebull2010_114,69.6470108032,26.1773967743,Taurus,2.436E-01,1.652E-01,1.158E-01,6.627E-02,2.778E-01,2.411E-01,1.631E-01,3.311E-02,
Rebull2010_115,70.5305252075,25.38422966,Taurus,2.453E-01,1.605E-01,1.116E-01,6.365E-02,5.605E-01,2.195E-01,1.44E-01,2.434E-02,
Rebull2010_118,68.9629135132,22.8778171539,Taurus,3.396E-02,2.319E-02,1.578E-02,8.829E-03,,3.596E-02,2.266E-02,4.459E-03,
Rebull2010_120,64.4122467041,28.5501422882,Taurus,,,,,,8.005E-02,4.929E-02,9.07E-03,
Rebull2010_158,70.2676849365,25.965587616,Taurus,3.848E-02,2.687E-02,1.839E-02,1.052E-02,,3.896E-02,2.729E-02,7.461E-03,6.526E-03
Rebull2010_167,66.9887771606,26.3217506409,Taurus,3.293E-02,4.106E-02,5.614E-02,9.277E-02,8.846E-01,3.639E-02,5.455E-02,1.872E-01,9.97E-01
Rebull2010_170,68.2582397461,24.3500022888,Taurus,5.264E-02,3.733E-02,2.545E-02,1.48E-02,,4.909E-02,3.725E-02,7.291E-03,
Luhman2004_3,64.1270370483,30.618144989,Taurus,,,,,,3.208E-03,2.308E-03,6.552E-04,
Mortier2011_5,242.117,-39.2193984985,Lupus,3.4E-03,2.91E-03,2.53E-03,3.56E-03,7.15E-03,3.867E-03,2.908E-03,3.688E-03,8.277E-03
Briceno2007_30,81.4412231445,1.76391398907,25Ori,3.676E-02,3.106E-02,3.173E-02,6.502E-02,8.385E-02,3.491E-02,2.757E-02,5.829E-02,7.854E-02
CD-332353M,82.2354431152,-33.4709587097,ABD,,,,,,2.685E-01,1.459E-01,2.664E-02,9.495E-03
CD-401701,75.6267852783,-39.9869270325,ABD,,,,,,1.887E-01,1.006E-01,1.826E-02,4.175E-03
HD32981,76.6153717041,-15.8250923157,ABD,,,,,,2.631E-01,1.419E-01,2.401E-02,7E-03
HD36705a,82.1868591309,-65.4486618042,ABD,3.602E+00,2.047E+00,1.544E+00,8.635E-01,1.008E-01,4.44E+00,3.601E+00,4.085E-01,1.291E-01
Briceno2007_21,81.3654708862,1.69637203217,25Ori,3.316E-03,2.153E-03,1.508E-03,7.486E-04,,3.106E-03,2.01E-03,,
Briceno2007_2,80.9440002441,1.75439596176,25Ori,1.361E-02,8.095E-03,5.464E-03,3.138E-03,,1.394E-02,7.677E-03,1.68E-03,
Briceno2007_29,81.4164276123,1.67252802849,25Ori,5.683E-03,3.921E-03,2.815E-03,1.553E-03,,5.821E-03,3.641E-03,7.593E-04,
Briceno2007_31,81.4448013306,1.72509694099,25Ori,4.632E-03,3.179E-03,2.47E-03,2.511E-03,1.392E-02,4.407E-03,3.11E-03,3.151E-03,1.664E-02
CD-46644M,32.7307815552,-46.0663337708,ABD,,,,,,1.168E-01,6.607E-02,1.225E-02,4.237E-03
HD19668,47.4261436462,-9.57953357697,ABD,,,,,1.932E-02,6.745E-01,3.627E-01,6.252E-02,2.133E-02
58990026,73.1017227173,-16.8227558136,ABD,5.589E-01,3.707E-01,2.357E-01,1.379E-01,1.937E-02,6.034E-01,3.901E-01,7.073E-02,2.242E-02
HIP17695,56.8472137451,-1.97208404541,ABD,5.269E-01,3.469E-01,2.253E-01,1.302E-01,1.715E-02,5.789E-01,3.617E-01,6.48E-02,2.066E-02
910082,69.4645004272,5.05233097076,ABD,,,,,,1.188E-01,6.552E-02,1.173E-02,
CD-302476,83.3273773193,-30.5575199127,ABD,,,,,,3.707E-02,1.961E-02,3.499E-03,
CD-342331,83.7671585083,-34.2977638245,ABD,,,,,,7.402E-02,4.184E-02,7.461E-03,
HD48189M,99.5015258789,-61.5333786011,ABD,4.415E+00,2.69E+00,1.679E+00,9.582E-01,1.178E-01,4.895E+00,4.184E+00,4.584E-01,1.383E-01
PMM6811,131.413070679,-52.4332122803,ARG,9.668E-02,6.249E-02,3.798E-02,2.163E-02,,1.186E-01,6.498E-02,1.267E-02,6.734E-03
HD155555M,259.356292725,-66.9510955811,BPI,,,,,1.064E-01,4.477E+00,3.454E+00,4.192E-01,1.291E-01
PMM4902,131.362197876,-52.8672447205,ARG,,,,,,3.307E-02,1.778E-02,3.493E-03,
CD-621197,138.376144409,-62.9858970642,ARG,,,,,,1.492E-01,8.076E-02,1.461E-02,4.175E-03
PMM5884,131.10899353,-52.7089958191,ARG,,,,,,4.788E-02,2.566E-02,6.014E-03,4.874E-03
CD-74673M,185.143249512,-75.6579589844,ARG,,,,,5.199E-03,,,,
HD310316M,162.483551025,-69.8560180664,ARG,,,,,,1.578E-01,8.464E-02,1.573E-02,6.575E-03
HD155555cM,259.380371094,-66.9515533447,BPI,,,,,1.302E-02,2.974E-01,1.914E-01,3.736E-02,1.361E-02
HD129496,221.589370728,-67.7710647583,ARG,,,,,,3.418E-01,1.848E-01,3.136E-02,8.723E-03
HD45081,94.6176834106,-72.0448989868,BPI,,,,,1.605E-02,6.531E-01,3.591E-01,6.433E-02,1.923E-02
PMM1820,130.357833862,-53.3782196045,ARG,3.775E-02,2.456E-02,1.75E-02,9.329E-03,2.549E-03,4.327E-02,2.441E-02,5.592E-03,3.353E-03
HD309751M,142.936477661,-65.2479400635,CAR,,,,,,1.745E-01,9.718E-02,1.444E-02,4.065E-03
HD222575M,355.476196289,-35.9777069092,ABD,,,,,,2.92E-01,1.566E-01,2.785E-02,8.82E-03
HIP115162,349.914794922,42.2527427673,ABD,,,,,,4.193E-01,2.245E-01,3.974E-02,1.374E-02
HD217379M,345.11630249,-26.3119907379,ABD,,,,,,1.102E+00,5.948E-01,1.037E-01,3.205E-02
HD224228M,359.044464111,-39.052406311,ABD,,,,,3.829E-02,1.39E+00,7.698E-01,1.269E-01,4.388E-02
PMM4636,130.491012573,-52.8705482483,ARG,2.242E-02,1.485E-02,8.96E-03,4.515E-03,5.142E-03,2.861E-02,1.525E-02,3.102E-03,
CD-572315M,132.533859253,-57.7664833069,ARG,,,,,,2.022E-01,1.103E-01,2.006E-02,5.334E-03
CD-65817,147.287887573,-65.6724624634,ARG,,,,,,1.363E-01,7.345E-02,1.272E-02,3.721E-03
HD309851,148.993026733,-67.3560562134,ARG,,,,,,1.557E-01,8.379E-02,1.468E-02,3.832E-03
BD+30397a,36.8718605042,30.9735221863,BPI,,,,,1.736E-02,4.9E-01,2.608E-01,4.699E-02,2.151E-02
G83501924,262.336120605,-50.2480430603,BPI,,,,,,2.248E-01,1.414E-01,2.976E-02,1.206E-02
HD164249bM,270.767059326,-51.64894104,BPI,,,,,9.279E-03,1.254E-01,7.82E-02,1.487E-02,
CD-552543,137.372329712,-55.6408615112,CAR,,,,,,1.438E-01,7.649E-02,1.282E-02,
HD81544M,140.895751953,-61.1933059692,CAR,,,,,,2.343E-01,1.26E-01,2.241E-02,5.575E-03
Luhman2007_103,167.10017,-77.658325,ChaI,2.231E-03,1.611E-03,1.059E-03,5.974E-04,,,,,
Luhman2007_15,165.32812,-76.450706,ChaI,,,,,,9.353E-02,5.618E-02,1.108E-02,4.453E-03
Luhman2007_114,167.2157,-76.547295,ChaI,2.996E-03,2.183E-03,1.421E-03,7.66E-04,,2.98E-03,2.257E-03,,4.168E-03
Luhman2007_99,167.0771,-77.511337,ChaI,2.783E-03,2.328E-03,1.725E-03,1.804E-03,4.781E-03,2.538E-03,2.318E-03,2.464E-03,3.951E-03
Luhman2007_93,167.01373,-77.654839,ChaI,,,3.256E+00,5.3E+00,,3.01E+00,3.251E+00,7.958E+00,2.771E+01
Luhman2007_123,167.30751,-76.477692,ChaI,1.693E-02,1.2E-02,7.956E-03,4.49E-03,6.6E-04,1.619E-02,1.118E-02,1.876E-03,
Luhman2007_112,167.20636,-76.645653,ChaI,1.011E-03,9.269E-04,8.255E-04,9.21E-04,8.7E-04,9.44E-04,9.602E-04,1.241E-03,3.419E-03
Luhman2007_113,167.21211,-76.420441,ChaI,1.502E-02,1.315E-02,1.193E-02,1.117E-02,1.075E-02,1.292E-02,1.184E-02,1.048E-02,1.477E-02
Luhman2007_165,167.7233,-77.416801,ChaI,3.807E-02,4.82E-02,3.808E-02,5.203E-02,7.862E-02,2.758E-02,3.644E-02,4.848E-02,8.119E-02
Luhman2007_130,167.40741,-77.178078,ChaI,9.388E-02,6.84E-02,4.974E-02,2.756E-02,4.781E-03,9.157E-02,6.534E-02,1.249E-02,6.21E-03
Luhman2007_129,167.39764,-77.527519,ChaI,8.483E-04,,4.372E-04,,,6.883E-04,5.11E-04,4.211E-04,
Luhman2007_131,167.41695,-76.477554,ChaI,8.801E-02,5.637E-02,3.808E-02,2.209E-02,3.045E-03,8.81E-02,5.19E-02,1.011E-02,3.58E-03
Luhman2007_156,167.61885,-77.283234,ChaI,1.998E-02,1.429E-02,9.051E-03,5.3E-03,7.17E-04,1.927E-02,1.365E-02,2.775E-03,
Luhman2007_13,165.1676,-76.324463,ChaI,,,,,,1.822E-02,1.617E-02,2.126E-02,5.01E-02
Luhman2007_12,164.77914,-77.027901,ChaI,,,,,1.392E+00,7.043E-01,5.11E-01,5.4E-01,1.063E+00
Luhman2007_18,165.38354,-77.306938,ChaI,1.646E-03,1.167E-03,7.811E-04,4.573E-04,,1.385E-03,1.052E-03,,
Luhman2007_90,167.0062,-77.708015,ChaI,9.301E-01,8.376E-01,6.262E-01,5.974E-01,1.258E+00,1.061E+00,1.178E+00,6.51E-01,1.503E+00
Luhman2007_104,167.10045,-77.696487,ChaI,,,1.068E-02,5.919E-03,,1.943E-02,1.465E-02,2.394E-03,
Luhman2007_115,167.22592,-77.536552,ChaI,,,6.437E-03,3.567E-03,6.131E-04,1.239E-02,9.153E-03,2.222E-03,
Luhman2007_126,167.34445,-76.575562,ChaI,3.635E-01,4.477E-01,4.453E-01,5.549E-01,1.869E+00,2.311E-01,3.367E-01,5.691E-01,1.17E+00
Luhman2007_132,167.42752,-77.432739,ChaI,4.06E-02,3.829E-02,2.683E-02,1.787E-02,1.72E-02,2.84E-02,2.482E-02,1.356E-02,2.372E-02
Luhman2007_168,167.84375,-77.761864,ChaI,1.048E-03,,8.724E-04,,,8.562E-04,8.105E-04,6.003E-04,
AC4167775,167.032958984,-63.6963653564,CAR,,,,,,1.65E-01,9.153E-02,1.653E-02,4.461E-03
G09392253,138.871353149,-76.1464385986,ECH,,,,,5.748E-03,1.383E-01,7.994E-02,1.474E-02,4.412E-03
1190497,84.4437332153,2.52400398254,COL,,,,,3.64E-03,1.776E-01,9.532E-02,1.705E-02,4.676E-03
CD-361785,68.711555481,-35.7892074585,COL,,,,,,1.243E-01,6.662E-02,1.217E-02,
CD-52381M,28.0608997345,-52.3258895874,COL,,,,,,1.408E-01,7.544E-02,1.378E-02,
HD38206,85.8402633667,-18.5574455261,COL,,,,,1.14E-01,1.541E+00,8.79E-01,1.623E-01,1.239E-01
Sz64,198.5154,-77.885452,ChaII,,,,,3.31E-02,2.244E-02,2.105E-02,2.364E-02,3.857E-02
Sz60W,196.84341,-77.622932,ChaII,5.81E-02,,4.52E-02,,2.53E-02,,,,
CD-392075M,84.2720947266,-39.5407218933,COL,,,,,9.357E-03,3.928E-01,2.162E-01,3.844E-02,1.14E-02
HD37484,84.4151153564,-28.626291275,COL,,,,,5.51E-02,9.83E-01,5.582E-01,9.471E-02,6.085E-02
CD-482324,97.0253295898,-48.447971344,COL,,,,,,8.057E-02,4.297E-02,7.899E-03,3.704E-03
1191242,84.438911438,2.51597595215,COL,,,,,4.316E-03,1.666E-01,9.196E-02,1.638E-02,
G94001663,143.733505249,-78.072052002,ECH,,,,,3.718E-03,9.225E-02,5.845E-02,1.125E-02,5.156E-03
EQCha,131.986526489,-78.9147796631,ECH,1.377E-01,9.142E-02,5.871E-02,3.356E-02,4.316E-03,1.478E-01,9.367E-02,1.81E-02,5.545E-03
C62,196.82527,-77.681366,ChaII,1.14E-02,9.86E-03,8.49E-03,8.78E-03,1.27E-02,1.034E-02,9.23E-03,8.333E-03,1.519E-02
Sz59,196.78842,-77.508469,ChaII,3.81E-01,,2.92E-01,,2.34E-01,3.814E-01,3.708E-01,2.559E-01,3.286E-01
Sz58_IRAS13030-7707_C61,196.73936,-77.394875,ChaII,2.33E-01,,2.51E-01,,3.44E-01,2.718E-01,2.86E-01,2.647E-01,3.925E-01
ISO-CHAII13,194.52817,-77.152634,ChaII,7.07E-03,6.83E-03,6.71E-03,6.98E-03,8.05E-03,5.427E-03,6.492E-03,6.48E-03,1.114E-02
Sz62,197.45987,-77.956673,ChaII,1.27E-01,1.12E-01,9.68E-02,1.08E-01,1.14E-01,9.527E-02,8.425E-02,8.433E-02,1.319E-01
CD-53386M,30.4738197327,-52.5814208984,COL,,,,,,1.324E-01,7.145E-02,1.293E-02,
CD-292531,87.5892791748,-29.25573349,COL,,,,,,7.946E-02,4.373E-02,8.002E-03,
48100181,97.9800186157,-7.08314704895,COL,,,,,,7.409E-02,4.215E-02,7.929E-03,
HD51797M,104.098098755,-46.7819404602,COL,,,,,,2.72E-01,1.479E-01,2.642E-02,8.262E-03
DZChaM,177.382675171,-78.8503112793,ECH,1.73E-01,1.632E-01,1.662E-01,2.894E-01,1.443E+00,1.614E-01,1.456E-01,4.426E-01,1.55E+00
G94161029M,181.150634766,-77.5262756348,ECH,8.842E-02,5.848E-02,3.951E-02,2.259E-02,2.457E-03,9.794E-02,6.257E-02,1.156E-02,
Luhman2003_1,56.1424865723,32.162853241,IC348,6.21E-01,3.81E-01,3.04E-01,1.67E-01,3.47E-01,9.353E-01,4.755E-01,1.86E-01,4.914E+00
Luhman2003_131,56.1673355103,32.1535835266,IC348,9.21E-03,6.85E-03,4.77E-03,,,,,,
Luhman2003_130,56.0774116516,32.2147445679,IC348,2.34E-02,2.52E-02,2.49E-02,2.46E-02,3.01E-02,3.169E-02,3.587E-02,1.843E-02,4.75E-02
Luhman2003_132,56.1983680725,32.1821022034,IC348,8.83E-03,6.48E-03,4.63E-03,2.41E-03,,1.269E-02,1.013E-02,7.298E-02,9.96E-02
Luhman2003_58,56.1109733582,32.0662078857,IC348,1.93E-02,1.28E-02,9.46E-03,5.69E-03,,2.279E-02,1.519E-02,,
Luhman2003_59,55.9954376221,32.1908531189,IC348,3.39E-02,3.52E-02,3.12E-02,3.95E-02,1.47E-01,4.307E-02,3.974E-02,4.036E-02,1.784E-01
Luhman2003_92,56.2123374939,32.2692718506,IC348,1.21E-02,8.76E-03,6.22E-03,3.81E-03,,1.233E-02,8.31E-03,,1.119E-01
Luhman2003_93,56.1857681274,32.1368179321,IC348,2.59E-02,2.56E-02,2.3E-02,3.17E-02,2.67E-02,3.069E-02,2.921E-02,9.745E-02,
Luhman2003_166,56.0834007263,32.112663269,IC348,5.05E-03,3.38E-03,2.3E-03,1.05E-03,,4.833E-03,3.2E-03,,
Luhman2003_167,56.088634491,32.2103347778,IC348,4.45E-03,4.3E-03,3.72E-03,3.23E-03,3.02E-03,7.314E-03,5.42E-03,,
Luhman2003_133,56.0107498169,32.0263366699,IC348,7.72E-03,5.19E-03,3.73E-03,2.16E-03,,7.61E-03,5.921E-03,1.167E-03,
Luhman2003_199,56.132686615,32.2122497559,IC348,3.68E-03,2.72E-03,1.99E-03,1.22E-03,,4.303E-03,3.584E-03,2.381E-02,5.806E-02
Luhman2003_161,55.890209198,32.0292129517,IC348,5.13E-03,3.61E-03,2.63E-03,1.53E-03,,4.982E-03,3.477E-03,3.206E-03,7.276E-03
Luhman2003_200,56.277973175,32.1585350037,IC348,3.27E-03,2.41E-03,1.66E-03,1.08E-03,,3.288E-03,2.375E-03,6.656E-03,
Luhman2003_201,56.1712913513,32.1353874207,IC348,3.4E-03,2.51E-03,1.91E-03,1.92E-03,,5.636E-03,5.316E-03,5.415E-02,
Luhman2003_210,56.0184173584,32.0816497803,IC348,2.84E-03,2.06E-03,1.47E-03,1.15E-03,,3.632E-03,2.664E-03,3.77E-02,1.042E-01
Luhman2003_57,56.0928649902,32.0952186584,IC348,2.9E-02,2.29E-02,2.15E-02,3.11E-02,1.06E-01,2.89E-02,2.192E-02,1.333E-01,4.284E-01
Luhman2003_23,56.1459922791,32.126953125,IC348,4.05E-02,2.74E-02,1.88E-02,1.23E-02,,7.624E-02,6.009E-02,8.181E-02,1.33E-01
Luhman2003_24,56.1473770142,32.1267318726,IC348,2.83E-02,2.95E-02,2.53E-02,3.73E-02,4.87E-02,,,,
Luhman2003_60,56.1065635681,32.2083282471,IC348,1.62E-02,1.15E-02,8.25E-03,5.19E-03,,1.548E-02,9.298E-03,,
Luhman2003_95,56.1612281799,32.1490859985,IC348,1.13E-02,7.93E-03,5.45E-03,3.99E-03,,1.193E-02,1.071E-02,6.498E-02,
Luhman2003_134,56.0467681885,32.1378211975,IC348,7.61E-03,5.73E-03,4.01E-03,2.48E-03,,6.94E-03,5.114E-03,,
Luhman2003_137,56.1715278625,32.1694717407,IC348,9.39E-03,8.55E-03,6.91E-03,6.51E-03,,1.088E-02,1.181E-02,2.381E-02,3.616E-01
Luhman2003_168,56.0312728882,32.0691146851,IC348,5.13E-03,4.06E-03,3.14E-03,3.34E-03,,5.842E-03,4.626E-03,5.395E-02,1.781E-01
Luhman2003_209,56.0844955444,32.0954818726,IC348,3.04E-03,2.24E-03,1.57E-03,,,4.001E-03,3.506E-03,7.635E-02,1.497E-01
Luhman2003_218,56.188419342,32.1821517944,IC348,2.87E-03,2.46E-03,2.23E-03,2.16E-03,,2.499E-03,2.667E-03,,3.176E-02
Luhman2003_237,55.9964904785,32.0990867615,IC348,1.67E-03,1.23E-03,9.05E-04,6.54E-04,,2.129E-03,1.533E-03,1.937E-02,3.763E-02
Sz119,242.487808228,-38.9966583252,Lupus,4.92E-02,3.77E-02,2.59E-02,1.53E-02,2.01E-03,6.112E-02,3.763E-02,6.925E-03,
Sz117,242.434783936,-39.2250289917,Lupus,6.52E-02,6.15E-02,5.69E-02,5.53E-02,9.15E-02,7.063E-02,5.717E-02,3.988E-02,9.364E-02
Mortier2011_41,242.12840271,-39.0969085693,Lupus,2.55E-02,2.25E-02,2E-02,2.13E-02,4.79E-02,,,,
Mortier2011_50,241.95664978,-39.0746650696,Lupus,1.96E-02,1.35E-02,9.35E-03,5.69E-03,,2.043E-02,1.318E-02,2.798E-03,
Mortier2011_42,242.174163818,-39.0269508362,Lupus,2.65E-02,2.02E-02,1.41E-02,9.24E-03,1.07E-02,2.781E-02,1.944E-02,5.143E-03,1.051E-02
Mortier2011_44,242.214889526,-39.0549278259,Lupus,6.99E-02,6.78E-02,5.88E-02,7.05E-02,1.71E-01,6.972E-02,6.269E-02,9.053E-02,1.956E-01
Sz121,242.550827026,-39.3550300598,Lupus,8.17E-02,5.54E-02,3.81E-02,2.32E-02,2.82E-03,8.39E-02,5.395E-02,1.051E-02,4.457E-03
Mortier2011_33,242.936859131,-38.5457038879,Lupus,1.04E-02,7.24E-03,5.03E-03,3.01E-03,1.6E-03,1.046E-02,7.06E-03,1.116E-03,
Luhman2003_239,56.1289825439,32.0456047058,IC348,2.22E-03,2.03E-03,2.05E-03,1.93E-03,,1.896E-03,2.025E-03,2.457E-02,1.056E-01
Luhman2003_275,56.2545585632,32.0405578613,IC348,2.06E-03,1.44E-03,1.02E-03,6.18E-04,,1.814E-03,1.346E-03,,
Luhman2003_276,56.0970878601,32.0317802429,IC348,1.29E-03,9.38E-04,6.52E-04,5.41E-04,,,,,
Mortier2011_32,242.882980347,-38.1861763,Lupus,1.88E-02,1.18E-02,8.99E-03,6.38E-03,1.86E-03,1.967E-02,1.076E-02,2.879E-03,
Mortier2011_31,242.643798828,-38.2472496033,Lupus,1.21E+00,6.16E-01,6.72E-01,4.63E-01,1.09E-01,1.187E+00,7.892E-01,2.674E-01,1.204E-01
Luhman2003_277,56.2466621399,32.2922172546,IC348,8.71E-03,6.29E-03,4.65E-03,2.55E-03,,1.02E-02,6.767E-03,2.355E-02,8.902E-02
Mortier2011_1,242.025756836,-39.2062606812,Lupus,3.23E-01,2.49E-01,2.53E-01,3.39E-01,9.95E-02,3.258E-01,3.426E-01,2.174E-01,1.809E-01
Mortier2011_2,242.230377197,-38.8133773804,Lupus,7.6E-03,7.76E-03,5.85E-03,6.97E-03,7.05E-03,6.683E-03,6.16E-03,4.393E-03,5.758E-03
Mortier2011_35,243.081680298,-38.6283874512,Lupus,4.63E-01,2.88E-01,2.51E-01,1.67E-01,4.09E-02,5.042E-01,3.11E-01,9.145E-02,4.838E-02
Mortier2011_51,242.052642822,-39.1426315308,Lupus,1.68E-01,1.13E-01,1.38E-01,1.73E-01,2.41E-01,1.815E-01,1.711E-01,1.323E-01,2.062E-01
Sz122,242.568435669,-39.1347427368,Lupus,3.45E-02,2.18E-02,1.53E-02,8.96E-03,9.92E-04,3.482E-02,2.13E-02,4.274E-03,
2MASSJ1608537,242.223907471,-39.2435531616,Lupus,7.3E-03,6.52E-03,5.79E-03,5.07E-03,5.9E-03,,,,
