Name,RA,Dec,Region,IRAC1,IRAC2,IRAC3,IRAC4,MIPS1,WISE1,WISE2,WISE3,WISE4 
Wilking2005_38,246.87852478,-24.415561676,Oph,5.6E-02,5.79E-02,6.6E-02,1.21E-01,3.55E-01,5.693E-02,5.866E-02,8.839E-02,2.905E-01
Wilking2005_39,246.448654175,-24.6276302338,Oph,2.81E-02,1.97E-02,1.41E-02,9.52E-03,,3.437E-02,2.823E-02,5.66E-02,1.307E-01
Wilking2005_41,246.630645752,-24.4250679016,Oph,1.28E-02,1.01E-02,7.63E-03,4.49E-03,,,,,
Wilking2005_42,246.826507568,-24.9149208069,Oph,,5.12E-02,,3.82E-02,3.9E-02,6.807E-02,6.109E-02,3.36E-02,4.404E-02
Wilking2005_43,247.188644409,-24.471950531,Oph,5.73E-01,5.14E-01,5.45E-01,6.41E-01,7.35E-01,3.775E-01,3.597E-01,4.353E-01,7.242E-01
Wilking2005_44,246.845718384,-24.8019828796,Oph,1.01E-01,8.91E-02,8.48E-02,1.04E-01,9.17E-02,1.068E-01,1.079E-01,1.13E-01,1.341E-01
[PZ99]J155812.7-232835,239.552947998,-23.4767799377,USco,,1.167E-01,,4.328E-02,1.444E-02,2.071E-01,1.109E-01,2.19E-02,1.912E-02
[PZ99]J160000.7-250941,240.00328064,-25.1617698669,USco,,5.637E-02,,2.034E-02,2.777E-03,9.669E-02,5.296E-02,9.07E-03,
Winston2009_24,52.3280220032,31.3904018402,NGC1333,4.136E-02,4.121E-02,5.257E-02,9.733E-02,2.145E-01,4.922E-02,5.19E-02,1.765E-01,5.024E-01
[PZ99]J160031.3-202705,240.130615234,-20.4513969421,USco,,6.472E-02,,2.422E-02,3.073E-03,1.011E-01,6.07E-02,1.144E-02,
Winston2009_25,52.3398132324,31.3529090881,NGC1333,1.108E-02,9.617E-03,8.564E-03,9.21E-03,1.444E-02,1.082E-02,9.497E-03,1.23E-02,3.657E-02
Winston2009_26,52.3411369324,31.2600841522,NGC1333,1.029E-01,9.441E-02,8.03E-02,7.051E-02,8.463E-02,1.007E-01,8.83E-02,5.186E-02,1.015E-01
Winston2009_27,52.3464431763,31.3417625427,NGC1333,1.756E-02,1.552E-02,1.421E-02,1.739E-02,3.073E-02,1.829E-02,1.637E-02,2.01E-02,6.52E-02
Winston2009_28,52.346786499,31.4481086731,NGC1333,6.26E-03,6.592E-03,5.925E-03,6.372E-03,7.104E-03,7.287E-03,7.365E-03,1.275E-02,4.449E-02
Winston2009_29,52.3740959167,31.3507499695,NGC1333,1.488E-02,1.211E-02,1.238E-02,1.707E-02,2.652E-02,1.461E-02,1.291E-02,2.042E-02,3.68E-02
Winston2009_30,52.3856544495,31.4102859497,NGC1333,1.74E-02,1.702E-02,1.383E-02,1.283E-02,1.736E-02,1.633E-02,1.669E-02,1.8E-02,4.11E-02
Wilking2005_45,246.351425171,-24.4956378937,Oph,1.29E-01,1.16E-01,1.03E-01,1.2E-01,2.52E-01,1.149E-01,1.019E-01,2.243E-01,1.119E+00
Wilking2005_46,246.522674561,-23.9280033112,Oph,4.54E-02,3.23E-02,2.26E-02,1.4E-02,1.65E-03,4.359E-02,3.045E-02,,
Wilking2005_48,246.696060181,-24.7416286469,Oph,2.52E-02,1.74E-02,1.25E-02,7.26E-03,,2.494E-02,1.746E-02,6.275E-03,
Wilking2005_49,246.810379028,-24.8593006134,Oph,2.64E-02,1.73E-02,1.19E-02,7.24E-03,,2.543E-02,1.681E-02,3.746E-03,
Wilking2005_50,246.89692688,-24.6426124573,Oph,5.48E-02,3.93E-02,2.79E-02,1.7E-02,1.69E-03,5.457E-02,3.784E-02,3.726E-03,1.953E-02
Wilking2005_51,247.068771362,-24.6161060333,Oph,1.11E-01,1.04E-01,9.54E-02,1.05E-01,2.29E-01,9.958E-02,1.047E-01,1.169E-01,2.81E-01
Wilking2005_53,246.869720459,-24.90883255,Oph,,5.27E-03,,2.24E-03,,7.751E-03,5.124E-03,1.727E-03,
Wilking2005_54,246.999862671,-24.8053646088,Oph,7.28E-02,5.23E-02,3.67E-02,2.21E-02,2.16E-03,7.348E-02,5.162E-02,1.1E-02,
Wilking2005_55,246.351211548,-24.2611408234,Oph,1.71E-02,1.18E-02,8.45E-03,4.69E-03,,1.81E-02,1.324E-02,2.542E-02,
Wilking2005_56,246.48374939,-24.5041294098,Oph,5.67E-02,4.13E-02,2.91E-02,1.76E-02,,5.343E-02,3.851E-02,,1.355E-01
Wilking2005_57,246.615875244,-24.4449501038,Oph,9.52E-03,8.74E-03,7.78E-03,7.38E-03,7.22E-03,7.652E-03,7.184E-03,2.287E-02,1.176E-01
Wilking2005_58,246.654708862,-24.2666416168,Oph,2.24E-02,1.46E-02,1.46E-02,1.42E-02,3.74E-02,,,,
Wilking2005_59,246.671905518,-24.6716556549,Oph,9.25E-02,7.6E-02,6.7E-02,6.53E-02,6.85E-02,8.81E-02,7.592E-02,6.132E-02,1.049E-01
Wilking2005_60,247.000457764,-24.8952045441,Oph,5.39E-02,3.91E-02,2.72E-02,1.65E-02,1.69E-03,5.25E-02,3.76E-02,8.113E-03,7.13E-03
Wilking2005_61,246.498550415,-24.3561992645,Oph,6.22E-02,4.22E-02,3.05E-02,2.01E-02,,8.665E-02,6.07E-02,9.061E-01,1.128E+00
Wilking2005_62,246.589706421,-24.4336013794,Oph,2.5E-02,2.03E-02,1.93E-02,1.91E-02,2.04E-02,2.102E-02,1.971E-02,7.907E-02,3.524E-01
Wilking2005_63,246.607025146,-24.2410583496,Oph,1.1E-02,7.77E-03,5.54E-03,3.16E-03,,1.014E-02,7.379E-03,,
[PZ99]J160251.2-240156,240.713485718,-24.0326251984,USco,,5.094E-02,,1.942E-02,3.308E-03,8.283E-02,4.55E-02,8.433E-03,
SAO183706,235.380081177,-25.3434295654,USco,,2.416E-01,,8.635E-02,1.075E-02,4.217E-01,2.353E-01,4.096E-02,1.344E-02
Winston2009_44,52.0458984375,31.2914638519,NGC1333,1.4E-02,9.6E-03,6.96E-03,4.16E-03,,1.429E-02,9.349E-03,1.934E-03,
Winston2009_46,52.4433479309,31.3442821503,NGC1333,8.73E-03,6.63E-03,4.61E-03,2.68E-03,,9.362E-03,6.333E-03,9.402E-04,
ScoPMS13,239.122573853,-23.8054866791,USco,,6.532E-02,,2.467E-02,3.073E-03,1.069E-01,6.166E-02,1.094E-02,
Winston2009_47,52.4603538513,31.3084869385,NGC1333,1.35E-03,9.75E-04,6.6E-04,3.71E-04,,1.297E-03,9.23E-04,,
Winston2009_48,52.4884147644,31.439289093,NGC1333,1.09E-02,7.32E-03,5.15E-03,3.07E-03,,1.132E-02,6.976E-03,1.237E-03,
Winston2009_50,52.2420806885,31.3010616302,NGC1333,9.93E-03,7.31E-03,5.37E-03,4.04E-03,1.24E-03,9.776E-03,6.286E-03,,
Wilking2005_64,246.777481079,-24.6969013214,Oph,2.94E-02,2.43E-02,2.16E-02,2.23E-02,5.79E-02,2.451E-02,2.284E-02,2.597E-02,5.653E-02
Wilking2005_65,247.266372681,-24.8615074158,Oph,2.05E-02,1.44E-02,1.01E-02,6.22E-03,,2.084E-02,1.465E-02,3.919E-03,1.104E-02
Wilking2005_67,246.86076355,-24.4317741394,Oph,1.03E-02,1.02E-02,9.78E-03,1.2E-02,2.04E-02,8.867E-03,9.558E-03,3.467E-02,5.251E-02
Natta2002_1,246.578414917,-24.4362564087,Oph,1.05E-02,1.15E-02,1.39E-02,2.05E-02,1.46E-02,1.608E-02,1.667E-02,2.908E-01,7.577E-01
Natta2002_4,246.592788696,-24.4019622803,Oph,3.1E-03,4.26E-03,5.53E-03,9.21E-03,2.56E-02,,,,
Natta2002_7,246.910964966,-24.6442203522,Oph,2.37E-02,2.23E-02,2.12E-02,2.92E-02,8.76E-02,2.082E-02,2.091E-02,2.8E-02,9.227E-02
Natta2002_8,246.942886353,-24.5281085968,Oph,1.76E-02,1.57E-02,1.48E-02,1.86E-02,2.47E-02,1.863E-02,1.898E-02,2.068E-02,2.189E-02
Winston2009_9,277.43304,1.122445,Serpens,1.84E-02,1.78E-02,1.61E-02,1.33E-02,1.01E-02,1.751E-02,1.489E-02,5.867E-03,7.57E-03
Winston2009_11,277.53845,1.297961,Serpens,8.35E-03,8.15E-03,7.34E-03,7.15E-03,9.83E-03,8.859E-03,9.656E-03,7.936E-03,2.009E-02
Winston2009_12,277.44678,1.121053,Serpens,9.8E-04,8.82E-04,8.86E-04,1E-03,1.51E-03,7.498E-04,6.748E-04,,
Winston2009_14,277.5321,1.2011991,Serpens,8.02E-02,7.61E-02,7.72E-02,8.14E-02,1.24E-01,6.555E-02,6.956E-02,6.805E-02,1.558E-01
Winston2009_16,277.51422,1.271984,Serpens,3.97E-02,3.45E-02,3.24E-02,5.32E-02,1.12E-01,4.228E-02,3.774E-02,6.937E-02,1.224E-01
Winston2009_17,277.44287,1.173677,Serpens,9.2E-03,7.9E-03,7.02E-03,6.89E-03,4.9E-03,8.214E-03,7.365E-03,5.311E-03,7.612E-03
Winston2009_18,277.47336,1.283814,Serpens,4.11E-02,3.89E-02,3.36E-02,3.3E-02,2.67E-02,5.402E-02,5.2E-02,2.566E-02,4.183E-02
Winston2009_25,277.39673,1.2196881,Serpens,2.01E-03,1.82E-03,1.59E-03,1.4E-03,,2.334E-03,1.918E-03,,
Winston2009_26,277.41614,1.298883,Serpens,1.19E-02,1.05E-02,9.98E-03,1.17E-02,1.84E-02,1.111E-02,1.266E-02,1.414E-02,2.438E-02
Winston2009_27,277.47125,1.104943,Serpens,7.9E-03,6.72E-03,5.59E-03,5.84E-03,7.44E-03,7.187E-03,6.333E-03,3.02E-03,
Winston2009_28,277.52048,1.244276,Serpens,6.57E-03,5.71E-03,5.15E-03,5.53E-03,4.26E-03,6.073E-03,5.566E-03,2.844E-03,9.279E-03
[PZ99]J161329.3-231106,243.372055054,-23.185426712,USco,1.421E-01,8.771E-02,,3.223E-02,4.051E-03,1.47E-01,8.302E-02,1.529E-02,7.038E-03
160428.0-190434,241.116500854,-19.0760383606,USco,,1.054E-02,,3.875E-03,6.847E-04,,,,
160132.9-224231,240.38734436,-22.7088012695,USco,,,,,,1.044E-02,6.025E-03,1.339E-03,
Winston2009_29,277.43558,1.2198189,Serpens,9.59E-03,7.78E-03,6.62E-03,7.86E-03,1.08E-02,1.074E-02,9.153E-03,1.261E-02,2.002E-02
Winston2009_30,277.54633,1.210549,Serpens,9.72E-03,9.13E-03,9.71E-03,1.29E-02,1.84E-02,,,,
Winston2009_32,277.42279,1.127194,Serpens,9.54E-02,8.32E-02,7.22E-02,8.1E-02,1.47E-01,1.165E-01,1.194E-01,1.66E-01,2.857E-01
Winston2009_33,277.33514,1.3510031,Serpens,4.89E-02,4.05E-02,3.3E-02,2.71E-02,2.55E-02,4.363E-02,4.085E-02,1.635E-02,2.493E-02
Winston2009_35,277.30426,1.116865,Serpens,1E+00,5.85E-01,5.16E-01,3.08E-01,6.99E-02,1.048E+00,6.643E-01,1.905E-01,9.236E-02
Winston2009_36,277.28412,1.095682,Serpens,3.12E-02,2.07E-02,1.41E-02,9.66E-03,6.58E-03,3.44E-02,1.971E-02,6.486E-03,7.045E-03
Winston2009_41,277.59335,1.345546,Serpens,6.71E-03,4.79E-03,3.65E-03,2.52E-03,8.56E-03,7.709E-03,5.162E-03,1.147E-02,5.418E-02
Winston2009_43,277.55823,1.147577,Serpens,5.38E-03,4.09E-03,3.55E-03,3.89E-03,7.48E-03,5.112E-03,3.47E-03,4.822E-03,9.743E-03
Winston2009_44,277.53937,1.0464081,Serpens,2.8E-01,1.79E-01,1.51E-01,1.07E-01,5.11E-02,2.658E-01,1.722E-01,9.79E-02,8.596E-02
Winston2009_45,277.423,1.167794,Serpens,3.32E-02,2.12E-02,1.65E-02,1.1E-02,7.69E-03,3.906E-02,2.338E-02,7.579E-03,9.951E-03
Winston2009_46,277.48923,1.2473069,Serpens,2.27E-02,1.49E-02,1.44E-02,1E-02,3.84E-01,,,,
Winston2009_49,277.49637,1.188913,Serpens,8.16E-03,5.94E-03,4.29E-03,2.58E-03,5.17E-03,7.396E-03,6.228E-03,,1.232E-02
Winston2009_50,277.44681,1.376289,Serpens,3.3E-02,2.17E-02,1.57E-02,9.28E-03,,3.639E-02,2.196E-02,4.115E-03,
Winston2009_51,277.48068,1.176121,Serpens,2.98E-03,2.02E-03,1.41E-03,7.55E-04,,2.653E-03,1.831E-03,,
Winston2009_52,277.52289,1.240225,Serpens,1.01E-03,7.11E-04,5.19E-04,3.64E-04,,,,,
Winston2009_59,277.34467,1.1758291,Serpens,1.51E-02,9.81E-03,6.72E-03,4.13E-03,,1.622E-02,9.558E-03,1.979E-03,
Winston2009_60,277.38779,1.28792,Serpens,4.05E-02,2.61E-02,1.88E-02,1.09E-02,,4.287E-02,2.667E-02,5.077E-03,
Winston2009_61,277.2796,1.068404,Serpens,1.05E-02,7.35E-03,4.86E-03,3.09E-03,,1.243E-02,6.498E-03,1.203E-03,
Winston2009_62,277.34415,1.117704,Serpens,1.04E-02,6.93E-03,4.91E-03,2.89E-03,,1.026E-02,6.35E-03,,
Oliveira2009_4,277.04596,-0.027543001,Serpens,1.04E-01,6.34E-02,5.46E-02,3.54E-02,9.51E-03,1.019E-01,6.036E-02,2.006E-02,1.181E-02
Oliveira2009_5,277.0549,0.053608999,Serpens,1.17E+00,8.18E-01,8.27E-01,5.3E-01,1.9E-01,8.491E-01,6.516E-01,2.8E-01,1.693E-01
160629.0-205216,241.620773315,-20.8713226318,USco,,,,,,4.031E-02,3.119E-02,1.511E-02,2.157E-02
160700.1-203309,241.750595093,-20.5525760651,USco,,,,,9.026E-02,4.016E-02,3.177E-02,3.209E-02,9.16E-02
160710.0-191703,241.791992188,-19.284620285,USco,7.953E-03,,3.843E-03,,,7.801E-03,5.495E-03,,
Oliveira2009_23,277.23044,0.347792,Serpens,2.45E-02,2.91E-02,3.27E-02,4.72E-02,7.56E-02,2.322E-02,3.263E-02,5.068E-02,7.941E-02
Oliveira2009_24,277.24203,0.29010701,Serpens,5.25E-02,3.67E-02,3.12E-02,2.85E-02,9.74E-03,6.549E-02,4.138E-02,1.944E-02,1.121E-02
Oliveira2009_25,277.24426,0.81649101,Serpens,1.08E-02,9.32E-03,7.4E-03,7.25E-03,1.34E-02,1.034E-02,9.111E-03,7.244E-03,1.38E-02
Oliveira2009_26,277.25107,0.282749,Serpens,4.44E-02,3.42E-02,3.32E-02,3.34E-02,3.92E-02,2.773E-02,3.29E-02,6.35E-02,1.005E-01
Oliveira2009_27,277.25369,0.49201801,Serpens,2.46E-01,2.9E-01,3.08E-01,3.92E-01,7.11E-01,2.617E-01,3.165E-01,4.483E-01,7.5E-01
Oliveira2009_28,277.2551,0.49250799,Serpens,8.88E-02,9.74E-02,9.1E-02,1E-01,2.15E-01,,,,
Oliveira2009_29,277.25729,0.496207,Serpens,1.41E-01,1.33E-01,1.11E-01,1.07E-01,3.61E-01,4.692E-01,1.144E+00,9.48E-01,1.005E+00
Oliveira2009_30,277.25766,0.49847701,Serpens,5.86E-01,5.53E-01,5.04E-01,4.61E-01,4.07E-01,,,,
Oliveira2009_32,277.27405,0.37567699,Serpens,3.63E-02,2.71E-02,1.78E-02,1.36E-02,1.51E-02,5.126E-02,3.025E-02,9.204E-03,1.487E-02
Oliveira2009_33,277.27567,0.328969,Serpens,7.24E-03,5.8E-03,4.7E-03,4.9E-03,1.03E-02,6.826E-03,5.38E-03,5.063E-03,1.007E-02
Oliveira2009_34,277.28235,0.90101498,Serpens,1.02E-02,9.86E-03,9.66E-03,1.02E-02,1.1E-02,9.58E-03,9.272E-03,1.066E-02,1.547E-02
Oliveira2009_44,277.31741,0.306182,Serpens,2.84E-01,4.12E-01,4.46E-01,4.78E-01,9.43E-01,2.151E-01,4.341E-01,4.361E-01,1.165E+00
Oliveira2009_45,277.33206,0.300836,Serpens,1.96E-02,2E-02,1.64E-02,1.8E-02,3.18E-02,2.391E-02,2.112E-02,1.375E-02,3.413E-02
Oliveira2009_47,277.341,0.32737401,Serpens,1.18E-02,1.12E-02,1.06E-02,1.08E-02,1.44E-02,1.139E-02,1.174E-02,9.845E-03,1.76E-02
Oliveira2009_48,277.34372,0.56994301,Serpens,5.89E-03,3.99E-03,3.56E-03,3.21E-03,,,,,
Oliveira2009_49,277.34387,0.57156199,Serpens,3.76E-02,2.43E-02,1.77E-02,9.85E-03,2.52E-03,4.448E-02,3.014E-02,2.381E-02,4.486E-02
Oliveira2009_50,277.35913,0.347644,Serpens,7.42E-01,3.77E-01,3.82E-01,2.45E-01,8.46E-02,8.39E-01,4.66E-01,1.759E-01,1.137E-01
Oliveira2009_51,277.37201,0.29996201,Serpens,7E-03,5.9E-03,5.35E-03,5.31E-03,4.51E-03,,,,
Oliveira2009_53,277.38834,0.203329,Serpens,6.87E-01,4.45E-01,4.69E-01,3.39E-01,8.67E-02,5.14E-01,4.866E-01,1.695E-01,9.779E-02
Oliveira2009_54,277.39093,0.88655198,Serpens,2.78E-01,1.63E-01,1.38E-01,8.5E-02,2.59E-02,2.738E-01,1.723E-01,6.042E-02,3.776E-02
Oliveira2009_60,277.42178,0.81723303,Serpens,7.47E-03,6.04E-03,5.67E-03,7.37E-03,7.54E-03,8.184E-03,6.68E-03,6.625E-03,1.41E-02
Oliveira2009_61,277.42377,0.74079299,Serpens,2.06E-02,1.65E-02,1.49E-02,2.01E-02,4E-02,2.485E-02,1.692E-02,1.716E-02,6.068E-02
Oliveira2009_62,277.42923,-0.26900199,Serpens,2.2E-02,1.68E-02,1.32E-02,8.6E-03,1.51E-03,1.856E-02,1.448E-02,3.154E-03,
Oliveira2009_63,277.43378,0.56554401,Serpens,2.08E-02,1.37E-02,1.1E-02,6.97E-03,1.97E-02,2.037E-02,1.35E-02,3.451E-03,1.791E-02
Oliveira2009_70,277.47183,0.55355299,Serpens,1.15E-01,8.7E-02,7.12E-02,5.12E-02,1.84E-02,1.335E-01,8.249E-02,3.014E-02,2.021E-02
161046.3-184059,242.69317627,-18.683298111,USco,,,,,,1.545E-02,1.349E-02,1.047E-02,1.964E-02
Sacco2008_9,84.8452835083,-2.55918288231,SOri,6.089E-03,3.936E-03,2.683E-03,1.46E-03,,6.168E-03,3.791E-03,1.385E-03,
161116.6-193910,242.819290161,-19.6528759003,USco,,,,,,5.207E-02,3.37E-02,6.38E-03,
Sacco2008_11,84.614616394,-2.5844950676,SOri,7.595E-03,6.354E-03,6.147E-03,8.096E-03,,7.221E-03,6.087E-03,1.01E-02,2.022E-02
Sacco2008_12,84.7816390991,-2.4731669426,SOri,5.709E-03,3.759E-03,2.47E-03,1.368E-03,,5.641E-03,3.509E-03,1.129E-03,
Caballero2007_4,84.6522903442,-2.55354809761,SOri,1.461E-01,9.184E-02,6.035E-02,3.164E-02,,1.637E-01,8.59E-02,1.705E-02,6.532E-02
Caballero2007_5,84.7562332153,-2.64901089668,SOri,1.662E-01,1.074E-01,6.994E-02,3.839E-02,,1.878E-01,1.016E-01,1.823E-02,
Caballero2007_6,84.6449966431,-2.57105898857,SOri,1.296E-01,7.926E-02,5.354E-02,2.859E-02,,1.463E-01,7.863E-02,1.274E-02,
Caballero2007_7,84.6426010132,-2.5711209774,SOri,8.328E-02,5.534E-02,3.603E-02,1.924E-02,,9.633E-02,5.205E-02,9.307E-03,
Caballero2007_8,84.4186630249,-2.44353294373,SOri,,,,,,1.38E-01,7.311E-02,1.26E-02,6.057E-03
Caballero2007_9,84.81275177,-2.52712702751,SOri,2.252E-01,1.596E-01,1.059E-01,6.859E-02,,2.424E-01,1.427E-01,3.664E-02,3.769E-02
Caballero2007_10,84.9424819946,-2.67558002472,SOri,8.483E-02,5.141E-02,3.441E-02,1.872E-02,,9.484E-02,5.124E-02,8.815E-03,6.508E-03
Caballero2007_12,84.7883911133,-2.94297790527,SOri,5.207E-02,3.304E-02,2.191E-02,1.248E-02,,6.056E-02,3.248E-02,7.211E-03,7.143E-03
Caballero2007_13,84.3827972412,-2.75511908531,SOri,5.762E-02,3.759E-02,2.493E-02,1.331E-02,,6.579E-02,3.506E-02,5.829E-03,
Caballero2007_15,85.0519104004,-2.88266706467,SOri,,,,,,7.254E-02,3.908E-02,7.066E-03,
Caballero2007_16,84.9022598267,-2.70476794243,SOri,1.961E-01,1.245E-01,8.03E-02,4.616E-02,,2.363E-01,1.318E-01,2.336E-02,
Caballero2007_17,84.6307525635,-2.91755890846,SOri,3.95E-02,2.553E-02,1.587E-02,9.042E-03,,4.359E-02,2.394E-02,3.992E-03,
Caballero2007_18,84.488899231,-2.88825297356,SOri,,,,,,1.502E+00,8.519E-01,1.41E-01,4.633E-02
Caballero2007_20,84.328414917,-2.52679300308,SOri,,,,,,5.397E-02,2.932E-02,5.133E-03,
Caballero2007_21,85.0880050659,-2.67374610901,SOri,,,,,,3.202E-02,1.759E-02,2.989E-03,
161118.2-180358,242.825866699,-18.0662651062,USco,7.953E-03,,3.987E-03,,,7.348E-03,5.296E-03,1.262E-03,
161123.0-190522,242.846038818,-19.0897636414,USco,7.321E-02,,3.226E-02,,2.374E-03,7.011E-02,4.694E-02,9.836E-03,
Lodieu_26,242.209777832,-22.0579204559,USco,,,,,,1.625E-02,1.047E-02,2.323E-03,
161433.6-190013,243.640335083,-19.0037136078,USco,,2.904E-01,,2.56E-01,4.36E-01,2.56E-01,2.375E-01,2.831E-01,5.334E-01
Lodieu_24,242.058319092,-22.7942523956,USco,,,,,,1.731E-02,1.163E-02,2.638E-03,
Caballero2007_23,84.9971084595,-2.38177704811,SOri,9.388E-02,6.068E-02,3.987E-02,2.23E-02,,1.03E-01,5.536E-02,1.004E-02,6.018E-03
Lodieu_20,243.671661377,-22.4514522552,USco,,,,,,1.691E-02,1.081E-02,1.7E-03,
Caballero2007_24,84.4390182495,-2.73679900169,SOri,,,,,,8.275E-02,4.413E-02,7.284E-03,
Caballero2007_25,84.5270614624,-2.4804019928,SOri,3.703E-02,2.461E-02,1.573E-02,8.715E-03,,4.186E-02,2.282E-02,3.798E-03,6.617E-03
Caballero2007_26,84.6187286377,-3.05940794945,SOri,,,,,,2.508E+00,1.486E+00,2.314E-01,6.923E-02
Caballero2007_27,84.5601196289,-2.33298611641,SOri,,,,,,1.555E-02,8.629E-03,1.755E-03,
Caballero2007_28,84.6900634766,-2.59969091415,SOri,3.166E-01,2.009E-01,1.261E-01,8.555E-02,,3.713E-01,1.658E-01,2.208E-02,4.171E-01
Caballero2007_29,84.6838226318,-2.60174703598,SOri,6.738E-02,4.688E-02,2.889E-02,2.11E-02,,,,,
Caballero2007_30,84.614692688,-2.72571706772,SOri,2.634E-02,1.75E-02,1.098E-02,6.085E-03,,3.052E-02,1.666E-02,3.148E-03,
Caballero2007_31,85.1147918701,-2.42864608765,SOri,,,,,,1.027E-01,5.556E-02,9.991E-03,
Franciosini2006_1,84.493347168,-2.69062304497,SOri,4.213E-03,2.986E-03,1.98E-03,1.038E-03,,3.846E-03,2.729E-03,,
Franciosini2006_2,84.934715271,-2.55076694489,SOri,1.724E-03,1.167E-03,7.323E-04,4.288E-04,,1.561E-03,1.132E-03,,
Franciosini2006_3,84.489402771,-2.64567804337,SOri,1.943E-03,1.442E-03,1.059E-03,1.001E-03,,1.71E-03,1.324E-03,,
Franciosini2006_4,84.7004089355,-2.48156499863,SOri,1.805E-03,1.496E-03,1.296E-03,1.543E-03,,1.611E-03,1.447E-03,1.526E-03,
Franciosini2006_5,84.7687072754,-2.64315700531,SOri,1.171E-03,8.299E-04,5.711E-04,3.375E-04,,1.154E-03,8.558E-04,,
Franciosini2006_6,84.6473312378,-2.42284107208,SOri,1.296E-03,9.441E-04,5.764E-04,3.313E-04,,1.238E-03,9.162E-04,1.051E-03,
Franciosini2006_9,84.8045120239,-2.63081407547,SOri,8.176E-04,6.967E-04,5.404E-04,5.811E-04,,7.881E-04,6.804E-04,1.083E-03,
Franciosini2006_25,84.58543396,-2.56915593147,SOri,1.088E-02,9.978E-03,1.011E-02,1.63E-02,,9.379E-03,9.427E-03,2.561E-02,5.156E-02
Barrado2003_1,84.3131484985,-2.70044207573,SOri,,,,,,2.72E-03,1.785E-03,,
Barrado2003_5,84.7001495361,-2.45394301414,SOri,1.001E-01,8.376E-02,7.058E-02,6.43E-02,,8.252E-02,7.099E-02,5.205E-02,5.811E-02
Barrado2003_9,84.8351821899,-2.46022391319,SOri,1.129E-02,7.639E-03,5.02E-03,2.833E-03,,1.127E-02,7.138E-03,2.049E-03,
Lodieu_22,242.415344238,-22.5316047668,USco,,,,,,1.827E-02,1.2E-02,2.592E-03,
Lodieu_34,241.709121704,-23.1649837494,USco,,,,,,1.561E-02,1.052E-02,2.146E-03,
Lodieu_35,243.182266235,-23.1397514343,USco,,,,,,1.531E-02,1.044E-02,2.719E-03,
Barrado2003_3,84.5550537109,-2.40208601952,SOri,,,,,,1.884E-03,1.321E-03,,
Barrado2003_6,84.7815856934,-2.48488593102,SOri,1.058E-03,6.967E-04,5.257E-04,2.313E-04,,1.012E-03,6.188E-04,,
Barrado2003_7,84.7872924805,-2.6661028862,SOri,1.369E-03,9.355E-04,5.871E-04,4.057E-04,,1.258E-03,9.523E-04,,
Barrado2003_8,84.813583374,-2.36408805847,SOri,8.405E-04,7.363E-04,6.741E-04,5.398E-04,,7.68E-04,7.712E-04,,
Barrado2003_11,84.9560241699,-2.39609289169,SOri,4.098E-03,3.184E-03,2.61E-03,2.537E-03,,4.95E-03,4.018E-03,2.489E-03,
Barrado2003_12,84.9655380249,-2.37978506088,SOri,9.301E-03,8.771E-03,8.408E-03,9.555E-03,,8.745E-03,8.302E-03,9.003E-03,1.289E-02
Barrado2003_13,84.992729187,-2.43856596947,SOri,6.26E-03,4.396E-03,2.784E-03,1.571E-03,,6.507E-03,4.003E-03,8.718E-04,
Barrado2003_14,85.0081558228,-2.35904502869,SOri,1.544E-02,1.291E-02,9.565E-03,8.635E-03,,1.469E-02,1.159E-02,1.024E-02,2.591E-02
Barrado2003_15,85.0218963623,-2.51452708244,SOri,2.996E-03,2.483E-03,2.232E-03,2.034E-03,,2.393E-03,1.984E-03,2.016E-03,6.715E-03
ZapateroOsorio2002_1,84.6494674683,-2.51203298569,SOri,2.092E-02,1.365E-02,9.219E-03,5.251E-03,,2.311E-02,1.361E-02,3.333E-03,
2MASSJ04263055+2443558,66.6272964478,24.7321872711,Taurus,2.624E-03,2.352E-03,2.276E-03,2.381E-03,,2.177E-03,2.351E-03,,
2MASSJ04284263+2714039,67.1776428223,27.234418869,Taurus,3.498E-02,2.761E-02,2.386E-02,1.885E-02,2.34E-02,3.744E-02,3.045E-02,1.687E-02,2.926E-02
2MASSJ04290068+2755033,67.2528381348,27.9176101685,Taurus,3.371E-03,2.864E-03,2.632E-03,2.755E-03,4.258E-03,3.114E-03,2.897E-03,2.976E-03,
2MASSJ04295950+2433078,67.4979476929,24.5521812439,Taurus,6.908E-02,6.836E-02,5.422E-02,4.702E-02,7.73E-02,7.227E-02,7.138E-02,5.214E-02,9.253E-02
2MASSJ04322415+2251083,68.1006469727,22.8523330688,Taurus,2.719E-02,2.389E-02,2.228E-02,2.581E-02,2.568E-02,2.656E-02,2.423E-02,2.5E-02,2.797E-02
2MASSJ04330945+2246487,68.2894058228,22.7801952362,Taurus,1.27E-02,1.005E-02,8.408E-03,6.691E-03,3.578E-03,1.204E-02,1.06E-02,5.238E-03,6.261E-03
Lodieu_55,242.201538086,-23.6891422272,USco,,,,,1.658E-02,9.157E-03,7.345E-03,5.829E-03,2.145E-02
2MASSJ04393364+2359212,69.8901901245,23.9892311096,Taurus,3.938E-02,3.67E-02,3.31E-02,4.513E-02,5.852E-02,3.782E-02,3.736E-02,4.669E-02,6.648E-02
